column,method_code,method,problem_score,low_signal_z,stripe_z,neighbor_z,texture_z,surface_jitter_z
2675,0,keep/sharp,0.654411,0.000000,0.057614,0.101569,1.160124,0.000000
2676,0,keep/sharp,0.675228,0.000000,0.948406,0.935008,1.819788,0.000000
2677,0,keep/sharp,0.734641,0.000000,1.637879,2.300908,1.547422,0.000000
2678,0,keep/sharp,0.752178,0.000000,0.843965,0.230245,0.416361,0.000000
2679,0,keep/sharp,0.847877,0.000000,0.778195,1.121427,2.215489,0.000000
2680,1,small pool,0.887918,0.000000,0.711935,2.365751,2.692928,0.000000
2681,1,small pool,0.926954,0.000000,1.192868,1.385607,2.609281,0.000000
2682,1,small pool,1.108574,0.000000,1.255603,0.986011,2.026250,0.000000
2683,1,small pool,1.232764,0.000000,1.310115,1.047752,3.014427,0.000000
2684,1,small pool,1.295929,0.000000,2.432795,1.980898,2.357679,0.000000
2685,1,small pool,1.443063,0.000000,3.617141,1.064208,2.317887,0.000000
2686,3,muted/repaired,1.571679,0.000000,3.207023,1.493156,2.503897,0.000000
2687,3,muted/repaired,1.691081,0.000000,2.618585,1.662769,2.740880,0.000000
2688,3,muted/repaired,1.704196,0.000000,3.589919,2.507570,2.942759,0.000000
2689,3,muted/repaired,1.573362,0.000000,3.262089,2.039231,2.414521,0.000000
2690,2,wide pool,1.470165,0.000000,3.582277,1.817993,2.697685,0.000000
2691,1,small pool,1.328653,0.000000,1.967335,3.272941,1.956422,0.000000
2692,1,small pool,1.124277,0.000000,0.457703,1.904027,1.308113,0.000000
2693,1,small pool,1.093068,0.000000,0.915258,1.890759,1.675515,0.000000
2694,1,small pool,0.927924,0.000000,0.061256,2.202479,0.102988,0.000000
2695,1,small pool,0.898031,0.000000,1.230620,0.521210,0.757339,0.000000
2696,1,small pool,1.029001,0.000000,2.632845,2.447412,0.357298,2.673432
2697,1,small pool,1.139299,0.000000,1.627291,0.123357,1.221479,0.000000
2698,1,small pool,1.333244,0.000000,3.877501,0.263956,0.000000,1.906967
2699,1,small pool,1.422153,0.000000,3.080065,2.386916,0.184586,2.648906
2700,2,wide pool,1.450506,0.000000,3.904969,0.607642,0.490182,5.395918
2701,3,muted/repaired,1.487820,0.000000,4.587629,0.258039,0.000000,7.891531
2702,2,wide pool,1.452001,0.000000,2.965840,0.009580,0.000000,5.757688
2703,1,small pool,1.380245,0.000000,4.228652,0.787807,0.747409,3.114915
2704,1,small pool,1.317053,0.000000,2.540960,0.000000,0.878175,0.925890
2705,1,small pool,1.277672,0.000000,3.331185,0.000000,0.418966,0.435352
2706,1,small pool,1.256119,0.000000,3.455993,0.000000,0.507405,0.000000
2707,1,small pool,1.092633,0.000000,3.192074,0.473671,1.139499,0.000000
2708,1,small pool,1.047965,0.000000,4.411909,0.983033,0.036494,0.190084
2709,1,small pool,0.925172,0.000000,2.435943,1.052598,0.598482,0.000000
2710,1,small pool,0.875327,0.000000,1.263847,0.615092,0.484349,0.000000
2711,0,keep/sharp,0.734831,0.000000,1.355235,0.000000,0.681644,2.495612
2712,0,keep/sharp,0.595941,0.000000,0.081722,0.282057,0.458897,2.054129
2713,0,keep/sharp,0.540515,0.000000,0.309270,2.211884,1.377315,0.711281
2714,0,keep/sharp,0.487287,0.000000,0.277759,0.164319,0.863383,0.423089
2715,0,keep/sharp,0.489587,0.000000,1.506325,0.308729,0.480164,0.662226
2716,0,keep/sharp,0.542568,0.000000,0.812544,1.051165,1.296029,0.637699
2717,0,keep/sharp,0.540758,0.000000,0.532272,0.134295,0.000000,0.361772
2718,0,keep/sharp,0.634493,0.000000,1.257350,0.608851,0.665254,0.784859
2719,0,keep/sharp,0.625897,0.000000,1.397036,0.313052,0.628691,0.772598
2720,0,keep/sharp,0.731960,0.000000,1.638948,0.587797,0.658414,1.085317
2721,0,keep/sharp,0.832357,0.000000,1.445854,0.941474,0.378930,4.046937
2722,1,small pool,0.971109,0.000000,0.382248,1.081151,0.000000,4.181837
2723,1,small pool,0.997546,0.000000,1.204405,1.952014,1.751523,9.798495
2724,1,small pool,0.983040,0.000000,0.308311,1.390553,0.949357,10.503645
2725,1,small pool,1.013126,0.000000,1.151018,2.912462,1.804198,13.532717
2726,1,small pool,1.018779,0.000000,1.342592,0.926400,1.061824,1.073053
2727,1,small pool,0.928500,0.000000,0.174702,1.456156,2.145974,0.741940
2728,1,small pool,0.888936,0.000000,2.177866,0.913357,1.684334,0.711281
2729,0,keep/sharp,0.847423,0.000000,0.448937,1.959987,0.000000,0.692887
2730,1,small pool,0.918256,0.000000,0.931108,1.697725,0.704630,0.686751
2731,1,small pool,0.996514,0.000000,0.597876,1.669496,0.546711,0.404693
2732,1,small pool,0.949233,0.000000,2.826904,1.320291,1.147138,0.380166
2733,1,small pool,0.963154,0.000000,1.735294,2.183393,1.325474,2.391373
2734,1,small pool,0.948703,0.000000,1.442086,2.359173,1.669022,1.011735
2735,1,small pool,0.952484,0.000000,0.403679,2.052013,1.289224,1.030131
2736,0,keep/sharp,0.846474,0.000000,1.827003,0.220566,0.407785,0.772598
2737,0,keep/sharp,0.752635,0.000000,0.183122,2.047042,1.112623,0.784861
2738,0,keep/sharp,0.653635,0.000000,0.626289,1.407234,1.011163,0.797126
2739,0,keep/sharp,0.701795,0.000000,0.066795,1.019286,2.466501,0.809386
2740,0,keep/sharp,0.721261,0.000000,0.647645,1.357602,0.936648,0.564116
2741,0,keep/sharp,0.749592,0.000000,1.109649,0.238069,0.817792,0.588646
2742,1,small pool,0.866117,0.000000,1.987299,1.609387,0.992725,0.613171
2743,1,small pool,0.907255,0.000000,1.304114,1.315071,1.007587,0.484407
2744,1,small pool,0.995849,0.000000,0.694781,1.906655,1.884824,0.343376
2745,1,small pool,1.026417,0.000000,1.993798,3.130548,1.417802,0.073580
2746,1,small pool,0.935789,0.000000,1.061468,2.024593,0.770360,0.049053
2747,1,small pool,0.911408,0.000000,2.089055,2.141909,1.178145,0.000000
2748,1,small pool,0.973909,0.000000,1.274504,0.963362,1.090609,0.000000
2749,1,small pool,1.074303,0.000000,0.610867,0.877428,0.859320,0.000000
2750,1,small pool,1.159490,0.000000,0.131262,1.778153,1.968055,0.000000
2751,1,small pool,1.136389,0.000000,1.745810,1.903940,2.963593,0.000000
2752,1,small pool,1.170970,0.000000,3.271280,3.146780,3.974895,0.000000
2753,1,small pool,1.198687,0.000000,1.920757,1.721408,4.096008,0.000000
2754,1,small pool,1.309914,0.000000,1.334891,1.677494,2.630288,0.000000
2755,1,small pool,1.234555,0.000000,1.272493,1.325673,2.448792,0.000000
2756,1,small pool,1.052202,0.000000,0.653702,1.269488,1.646730,0.000000
2757,1,small pool,0.963964,0.000000,2.207470,2.075783,2.547092,0.000000
2758,1,small pool,0.939446,0.000000,1.499593,0.575788,1.638639,0.000000
2759,1,small pool,1.044949,0.000000,1.707550,0.725518,1.816246,0.000000
2760,1,small pool,1.174013,0.000000,0.408290,1.639410,3.006336,0.000000
2761,1,small pool,1.160008,0.000000,0.632160,1.681642,3.007899,0.000000
2762,1,small pool,1.178079,0.000000,2.542428,2.305841,3.525477,0.000000
2763,1,small pool,1.207900,0.000000,2.861012,1.499908,3.050781,0.000000
2764,1,small pool,1.256657,0.000000,1.286593,2.900265,2.597545,0.000000
2765,1,small pool,1.243632,0.000000,1.781256,0.898121,1.374225,0.000000
2766,1,small pool,1.076118,0.000000,1.096204,2.536086,1.815691,0.000000
2767,1,small pool,0.955852,0.000000,0.645552,3.149696,2.468723,0.000000
2768,0,keep/sharp,0.807773,0.000000,0.300353,2.545529,1.521484,0.000000
2769,0,keep/sharp,0.794272,0.000000,0.120342,1.509201,1.471414,0.000000
2770,0,keep/sharp,0.713763,0.000000,0.098508,2.011986,2.232920,0.000000
2771,0,keep/sharp,0.627331,0.000000,0.327480,0.600902,0.652789,0.000000
2772,0,keep/sharp,0.709108,0.000000,0.401268,2.366946,1.458775,0.000000
2773,0,keep/sharp,0.771258,0.000000,0.673242,0.904711,1.197729,0.012265
2774,1,small pool,0.881140,0.000000,1.047727,1.038707,0.252956,0.012265
2775,1,small pool,0.951146,0.000000,2.562753,2.674991,0.209934,0.000000
2776,1,small pool,0.965787,0.000000,1.769446,0.544107,0.000000,6.254357
2777,1,small pool,1.091557,0.000000,2.872302,0.940527,0.503273,7.051483
2778,1,small pool,1.135138,0.000000,1.957951,0.759578,0.233546,0.000000
2779,1,small pool,0.977917,0.000000,2.121494,0.684046,0.954218,0.000000
2780,1,small pool,1.033062,0.000000,4.145014,0.000000,1.229327,0.000000
2781,1,small pool,0.958880,0.000000,0.256192,2.407098,2.336360,0.000000
2782,1,small pool,1.017395,0.000000,0.199785,0.747680,0.676470,0.000000
2783,1,small pool,1.013410,0.000000,2.098752,1.810743,2.649872,0.000000
2784,1,small pool,0.911886,0.000000,0.799715,2.131693,2.284484,0.000000
2785,0,keep/sharp,0.831536,0.000000,1.385729,2.505328,1.924651,0.000000
2786,1,small pool,0.952304,0.000000,1.206101,1.472189,1.641556,0.000000
2787,1,small pool,0.952725,0.000000,0.889717,1.518520,0.932690,0.000000
2788,1,small pool,0.876142,0.000000,0.794722,0.038931,0.599733,0.000000
2789,1,small pool,0.916287,0.000000,2.689223,0.904325,1.003003,0.000000
2790,1,small pool,0.868445,0.000000,4.057773,0.250551,0.473966,0.000000
2791,1,small pool,0.874631,0.000000,0.354045,1.185386,0.703380,0.000000
2792,1,small pool,0.881613,0.000000,2.355536,2.236239,2.254448,0.000000
2793,0,keep/sharp,0.753371,0.000000,1.149354,0.248309,1.241132,0.000000
2794,0,keep/sharp,0.669715,0.000000,1.497759,0.000000,2.506744,0.000000
2795,0,keep/sharp,0.729783,0.000000,0.465105,0.260231,1.452768,0.000000
2796,0,keep/sharp,0.597712,0.000000,0.100767,0.000000,1.867011,0.000000
2797,0,keep/sharp,0.556550,0.000000,0.647503,1.869693,1.435476,0.000000
2798,0,keep/sharp,0.528112,0.000000,0.260050,2.199090,2.591711,0.000000
2799,0,keep/sharp,0.652225,0.000000,0.574208,1.174884,1.097901,0.000000
2800,0,keep/sharp,0.712513,0.000000,0.569333,0.000000,0.793625,0.000000
2801,0,keep/sharp,0.634586,0.000000,1.027077,0.354051,1.414677,0.000000
2802,0,keep/sharp,0.562101,0.000000,2.947637,0.683647,1.503255,0.000000
2803,0,keep/sharp,0.507875,0.000000,1.186189,0.142418,2.318686,0.000000
2804,0,keep/sharp,0.613435,0.000000,0.276603,0.107262,1.079046,0.000000
2805,0,keep/sharp,0.700046,0.000000,0.195565,0.586975,1.485546,0.000000
2806,0,keep/sharp,0.725815,0.000000,0.527053,0.000000,0.210455,0.000000
2807,0,keep/sharp,0.733540,0.000000,1.684611,1.978250,0.443376,0.000000
2808,0,keep/sharp,0.755968,0.000000,2.575202,1.571117,0.236393,0.000000
2809,0,keep/sharp,0.787336,0.000000,2.068342,2.765285,1.461622,0.000000
2810,0,keep/sharp,0.818104,0.000000,0.685026,1.814480,0.998489,0.000000
2811,0,keep/sharp,0.774045,0.000000,0.839624,0.462446,0.281706,0.000000
2812,0,keep/sharp,0.711654,0.000000,0.280772,1.938385,0.617684,0.000000
2813,0,keep/sharp,0.572186,0.000000,0.530806,1.088489,0.000000,0.000000
2814,0,keep/sharp,0.584691,0.000000,0.995868,1.238867,1.008038,0.000000
2815,0,keep/sharp,0.591688,0.000000,1.088107,1.234295,1.056095,0.000000
2816,0,keep/sharp,0.637497,0.000000,0.309293,0.890721,1.306863,0.000000
2817,0,keep/sharp,0.676591,0.000000,0.852199,1.631188,1.632146,0.000000
2818,0,keep/sharp,0.700377,0.000000,0.442183,0.646672,1.378808,0.000000
2819,0,keep/sharp,0.674049,0.000000,1.029603,1.626006,1.928089,0.000000
2820,0,keep/sharp,0.657874,0.000000,0.538923,1.285297,1.898713,0.000000
2821,0,keep/sharp,0.611150,0.000000,1.557934,0.762692,1.816559,0.000000
2822,0,keep/sharp,0.620364,0.000000,1.236541,0.000000,1.399711,0.000000
2823,0,keep/sharp,0.579762,0.000000,0.656511,0.319593,0.513412,0.000000
2824,0,keep/sharp,0.570404,0.000000,0.559734,1.007550,0.805430,0.000000
2825,0,keep/sharp,0.666862,0.000000,0.647114,0.353553,1.924269,0.000000
2826,0,keep/sharp,0.660743,0.000000,1.240458,0.867823,0.404972,0.000000
2827,0,keep/sharp,0.681462,0.000000,0.671291,1.354887,0.883244,0.000000
2828,0,keep/sharp,0.727179,0.000000,3.454129,1.471890,1.244605,0.000000
2829,0,keep/sharp,0.694567,0.000000,0.533136,0.862255,1.279102,0.000000
2830,0,keep/sharp,0.686645,0.000000,0.686452,0.351833,1.585548,0.000000
2831,0,keep/sharp,0.690094,0.000000,1.022512,1.346963,1.654473,0.000000
2832,0,keep/sharp,0.545679,0.000000,0.626563,0.037074,0.655254,0.000000
2833,0,keep/sharp,0.523687,0.000000,0.468424,0.642424,2.350492,0.000000
2834,0,keep/sharp,0.533191,0.000000,0.868549,0.517348,2.110349,0.000000
2835,0,keep/sharp,0.546881,0.000000,0.693437,0.353715,2.002152,0.000000
2836,0,keep/sharp,0.622690,0.000000,0.049808,0.149980,2.550704,0.000000
2837,0,keep/sharp,0.597060,0.000000,0.017277,1.480137,1.800066,0.000000
2838,0,keep/sharp,0.623420,0.000000,1.208650,1.623851,1.464574,0.000000
2839,0,keep/sharp,0.613334,0.000000,1.131095,1.167297,1.701974,0.000000
2840,0,keep/sharp,0.630784,0.000000,0.391535,0.589130,1.151791,0.000000
2841,0,keep/sharp,0.618306,0.000000,1.552397,0.274470,2.326637,0.000000
2842,0,keep/sharp,0.595952,0.000000,0.007844,1.116357,1.786767,0.000000
2843,0,keep/sharp,0.569284,0.000000,0.249271,0.714568,2.018264,0.000000
2844,0,keep/sharp,0.647865,0.000000,0.139446,1.235466,1.205125,0.000000
2845,0,keep/sharp,0.686302,0.000000,1.867877,0.000000,1.434643,0.000000
2846,0,keep/sharp,0.687980,0.000000,1.693523,0.068244,0.708380,0.000000
2847,0,keep/sharp,0.727744,0.000000,2.109340,0.722491,1.053525,0.000000
2848,0,keep/sharp,0.736482,0.000000,1.925250,1.722417,0.951023,0.000000
2849,0,keep/sharp,0.766140,0.000000,0.871527,0.540893,0.708450,0.000000
2850,0,keep/sharp,0.798071,0.000000,0.993569,1.374470,1.205229,0.000000
2851,0,keep/sharp,0.749263,0.000000,0.673070,0.999478,0.768972,0.000000
2852,0,keep/sharp,0.734169,0.000000,2.276655,0.945436,0.375354,0.000000
2853,0,keep/sharp,0.792411,0.000000,2.239960,0.444495,0.469626,0.000000
2854,0,keep/sharp,0.814010,0.000000,1.825256,0.000000,0.264831,0.000000
2855,0,keep/sharp,0.817240,0.000000,1.227355,1.837490,1.662459,0.000000
2856,0,keep/sharp,0.801731,0.000000,1.332883,1.278769,1.561311,0.000000
2857,1,small pool,0.882378,0.000000,1.278811,1.509812,1.480164,0.000000
2858,1,small pool,0.894534,0.000000,0.471993,1.608789,0.359798,0.000000
2859,1,small pool,0.901088,0.000000,2.080986,0.652827,0.512543,0.000000
2860,1,small pool,0.937779,0.000000,2.496893,2.152025,1.379815,0.000000
2861,1,small pool,0.951701,0.000000,1.818380,0.185609,0.651470,0.000000
2862,1,small pool,0.972941,0.000000,2.284959,1.260469,0.370492,0.000000
2863,1,small pool,0.931730,0.000000,1.684150,2.368803,0.795778,0.000000
2864,0,keep/sharp,0.849960,0.000000,2.512431,0.602285,0.730915,0.091976
2865,1,small pool,0.933335,0.000000,0.546878,1.846845,0.871821,0.233007
2866,1,small pool,0.930512,0.000000,1.250312,0.747020,0.000000,0.196215
2867,1,small pool,0.867606,0.000000,1.072744,1.577595,1.155575,0.447617
2868,1,small pool,0.983469,0.000000,1.424725,2.623690,1.643153,1.005604
2869,1,small pool,1.191347,0.000000,0.670541,3.196014,0.528967,0.717412
2870,1,small pool,1.415723,0.000000,1.634846,0.695358,0.099307,0.533462
2871,2,wide pool,1.487633,0.000000,4.478212,1.938473,0.000000,0.000000
2872,3,muted/repaired,1.532507,0.000000,5.517490,1.524325,0.000000,2.029602
2873,3,muted/repaired,1.614784,0.000000,5.222539,0.449341,0.121183,12.668144
2874,3,muted/repaired,1.705319,0.000000,3.197318,1.603956,0.000000,0.000000
2875,3,muted/repaired,1.580701,0.000000,4.085703,1.053183,0.684873,0.000000
2876,2,wide pool,1.466123,0.000000,3.937106,0.922688,0.692234,1.594250
2877,1,small pool,1.379190,0.000000,3.959976,0.475116,0.000000,0.000000
2878,1,small pool,1.331680,0.000000,2.548284,0.535325,0.000000,0.692885
2879,1,small pool,1.263439,0.000000,4.026023,0.285483,0.000000,0.686755
2880,1,small pool,1.168534,0.000000,4.176495,0.884068,0.000000,0.692887
2881,1,small pool,1.102225,0.000000,2.618435,0.471154,0.292366,1.220213
2882,1,small pool,1.037084,0.000000,2.658658,0.792578,0.469939,0.956549
2883,1,small pool,0.970783,0.000000,2.810839,0.000000,0.421466,0.000000
2884,1,small pool,0.893436,0.000000,2.667336,0.000000,0.000000,0.821651
2885,1,small pool,0.879230,0.000000,1.308918,0.000000,0.000000,1.612644
2886,1,small pool,0.908952,0.000000,1.430038,1.203985,0.000000,3.458293
2887,0,keep/sharp,0.805593,0.000000,1.300871,1.007613,0.000000,7.149591
2888,0,keep/sharp,0.768000,0.000000,1.089173,0.792616,0.000000,8.210381
2889,0,keep/sharp,0.794143,0.000000,1.864020,1.513537,0.000000,10.062161
2890,1,small pool,0.878508,0.000000,0.104326,0.361937,0.000000,1.729145
2891,1,small pool,0.936326,0.000000,0.738809,1.213727,0.408132,1.195686
2892,1,small pool,0.962725,0.000000,0.595138,1.902320,0.195559,0.858441
2893,1,small pool,0.860630,0.000000,3.038711,1.928382,0.538655,0.815520
2894,1,small pool,0.939924,0.000000,2.233497,2.314063,1.197278,0.840047
2895,1,small pool,0.926426,0.000000,3.051435,0.144374,0.898001,0.226874
2896,1,small pool,0.893554,0.000000,0.939351,1.015062,0.483654,0.472144
2897,0,keep/sharp,0.796385,0.000000,1.494565,0.721407,0.908974,0.447619
2898,0,keep/sharp,0.671842,0.000000,0.648458,1.017629,0.566225,0.349511
2899,0,keep/sharp,0.656721,0.000000,0.281255,0.870041,1.101512,0.570252
2900,0,keep/sharp,0.685096,0.000000,1.178774,1.372215,0.909530,0.300456
2901,0,keep/sharp,0.655466,0.000000,1.021601,0.433482,0.848001,0.030659
2902,0,keep/sharp,0.693093,0.000000,2.805038,0.000000,0.891613,0.288192
2903,0,keep/sharp,0.845811,0.000000,1.163487,1.421822,0.888175,0.294325
2904,0,keep/sharp,0.821900,0.000000,0.859735,0.506584,1.278251,0.294325
2905,1,small pool,0.871940,0.000000,0.142582,1.759927,2.745429,0.257535
2906,0,keep/sharp,0.837532,0.000000,1.947439,2.288786,3.268250,0.177821
2907,1,small pool,0.885643,0.000000,0.099426,1.289844,2.546016,0.079712
2908,1,small pool,0.882104,0.000000,1.932588,0.597103,1.126443,0.000000
2909,1,small pool,0.856820,0.000000,1.428413,0.509911,1.626000,0.000000
2910,0,keep/sharp,0.736832,0.000000,2.726133,0.631723,1.228945,0.000000
2911,0,keep/sharp,0.683616,0.000000,0.302339,1.429011,0.943280,0.000000
2912,0,keep/sharp,0.602956,0.000000,1.228151,0.342665,1.171721,0.000000
2913,0,keep/sharp,0.580315,0.000000,0.762798,1.016196,1.736453,0.000000
2914,0,keep/sharp,0.536876,0.000000,0.186139,0.472238,0.749909,0.000000
2915,0,keep/sharp,0.563704,0.000000,0.054392,0.555145,1.350232,0.000000
2916,0,keep/sharp,0.563716,0.000000,0.174107,2.025079,0.767722,0.000000
2917,0,keep/sharp,0.603168,0.000000,1.628153,1.051763,0.761402,0.000000
2918,0,keep/sharp,0.701441,0.000000,0.550158,1.355347,2.003090,0.000000
2919,0,keep/sharp,0.708993,0.000000,1.407542,0.149506,1.063109,0.000000
2920,0,keep/sharp,0.659135,0.000000,1.444129,1.411731,1.552561,0.000000
2921,0,keep/sharp,0.617133,0.000000,1.856369,0.984952,1.227799,0.000000
2922,0,keep/sharp,0.611514,0.000000,0.624565,0.000000,1.335578,0.000000
2923,0,keep/sharp,0.621821,0.000000,0.133634,0.332163,1.067588,0.000000
2924,0,keep/sharp,0.597420,0.000000,1.080466,0.570692,0.608101,0.000000
2925,0,keep/sharp,0.615971,0.000000,1.128949,0.826289,1.150020,0.000000
2926,0,keep/sharp,0.719973,0.000000,1.022339,1.195775,0.741297,0.000000
2927,0,keep/sharp,0.798408,0.000000,1.538059,0.959501,0.715603,0.000000
2928,1,small pool,0.860167,0.000000,2.119474,1.305055,1.043421,0.000000
2929,1,small pool,0.868923,0.000000,2.418284,1.407234,0.188649,0.000000
2930,1,small pool,0.868660,0.000000,1.191623,1.546600,0.683345,0.000000
2931,0,keep/sharp,0.814922,0.000000,0.748928,2.150330,2.171183,0.000000
2932,0,keep/sharp,0.726178,0.000000,1.569644,0.864609,0.452056,0.000000
2933,0,keep/sharp,0.673477,0.000000,1.493162,0.264591,1.216861,0.000000
2934,0,keep/sharp,0.608970,0.000000,0.086356,0.495883,2.181079,0.000000
2935,0,keep/sharp,0.668485,0.000000,0.189407,0.739147,1.890171,0.000000
2936,0,keep/sharp,0.721917,0.000000,1.317059,0.400481,1.804996,0.000000
2937,0,keep/sharp,0.674423,0.000000,0.285199,0.661933,0.883939,0.000000
2938,0,keep/sharp,0.650525,0.000000,2.891969,1.407608,1.468359,0.000000
2939,0,keep/sharp,0.629773,0.000000,2.592700,0.518469,1.560617,0.000000
2940,0,keep/sharp,0.603526,0.000000,0.781224,0.000000,0.770638,0.000000
2941,0,keep/sharp,0.633232,0.000000,0.199408,0.306088,0.842896,0.000000
2942,0,keep/sharp,0.530395,0.000000,0.051212,1.013704,0.533308,0.000000
2943,0,keep/sharp,0.406004,0.000000,0.371838,1.281834,1.099915,0.000000
2944,0,keep/sharp,0.436989,0.000000,0.683083,0.751879,1.424017,0.000000
2945,0,keep/sharp,0.486366,0.000000,0.721154,1.280065,1.239743,0.171690
2946,0,keep/sharp,0.565478,0.000000,0.320637,0.000000,0.973767,0.361774
2947,0,keep/sharp,0.630536,0.000000,0.897846,0.952661,0.484314,0.110372
2948,0,keep/sharp,0.684384,0.000000,0.154744,1.317364,1.821108,0.392433
2949,0,keep/sharp,0.737294,0.000000,0.802075,2.043866,1.153735,0.398564
2950,0,keep/sharp,0.795306,0.000000,0.533256,2.415383,2.228580,0.410829
2951,1,small pool,0.850595,0.000000,0.741365,1.949460,2.152606,0.159425
2952,1,small pool,0.878095,0.000000,0.868149,2.326371,1.923436,0.423089
2953,1,small pool,0.873938,0.000000,0.369210,1.551396,1.469886,0.165559
2954,1,small pool,0.857454,0.000000,0.950227,2.214500,1.235264,0.171690
2955,0,keep/sharp,0.843354,0.000000,0.637072,1.738276,1.499540,0.171692
2956,0,keep/sharp,0.799732,0.000000,0.448986,2.062154,1.634021,0.772598
2957,0,keep/sharp,0.798120,0.000000,1.468899,0.508964,2.158509,0.858443
2958,0,keep/sharp,0.832218,0.000000,0.559780,2.180005,0.934565,1.220215
2959,0,keep/sharp,0.841658,0.000000,0.790149,1.539424,0.535079,1.594250
2960,0,keep/sharp,0.790384,0.000000,0.054012,1.061231,0.492960,6.395387
2961,0,keep/sharp,0.800516,0.000000,1.575266,1.363520,0.906161,5.604394
2962,1,small pool,0.908059,0.000000,0.938246,1.493081,0.973107,1.968284
2963,1,small pool,0.895060,0.000000,0.285209,1.048163,0.424382,1.974417
2964,1,small pool,0.879223,0.000000,0.026418,2.354439,0.458480,7.180248
2965,0,keep/sharp,0.779442,0.000000,1.970319,2.886176,0.774736,4.807271
2966,0,keep/sharp,0.769687,0.000000,0.021291,2.041461,1.506901,0.000000
2967,0,keep/sharp,0.787930,0.000000,0.009613,1.409203,0.034619,4.022409
2968,1,small pool,0.874195,0.000000,0.261051,1.014427,0.635705,1.968284
2969,0,keep/sharp,0.819344,0.000000,0.634695,1.625682,1.057588,1.698487
2970,0,keep/sharp,0.837114,0.000000,0.349336,1.035655,1.225750,2.262607
2971,0,keep/sharp,0.823971,0.000000,2.462339,2.029464,1.937117,2.035733
2972,0,keep/sharp,0.832562,0.000000,1.022186,2.078449,2.644768,2.072523
2973,1,small pool,0.964849,0.000000,0.403606,1.319843,1.892602,2.366846
2974,1,small pool,1.077990,0.000000,0.122580,0.635647,1.068768,2.403638
2975,1,small pool,1.024686,0.000000,0.128466,0.362323,2.493480,2.403636
2976,1,small pool,1.003677,0.000000,2.907404,1.613274,2.524800,2.661169
2977,1,small pool,1.050327,0.000000,1.309634,1.338828,2.398513,10.454590
2978,1,small pool,1.103552,0.000000,0.717261,1.397530,2.009271,10.975787
2979,1,small pool,1.190656,0.000000,1.082764,0.317450,2.021424,11.503116
2980,1,small pool,1.036486,0.000000,1.857132,0.000000,0.931474,11.766779
2981,1,small pool,0.895562,0.000000,0.776736,0.340597,0.692790,12.030441
2982,0,keep/sharp,0.757876,0.000000,2.245609,0.917680,1.186756,2.164500
2983,0,keep/sharp,0.703807,0.000000,1.138697,0.297567,0.809215,1.949890
2984,0,keep/sharp,0.615027,0.000000,0.286513,0.641577,0.732582,1.680093
2985,0,keep/sharp,0.551374,0.000000,0.099750,0.000000,0.658379,1.943757
2986,0,keep/sharp,0.456885,0.000000,0.080819,1.643123,1.763433,1.428691
2987,0,keep/sharp,0.486220,0.000000,0.518406,0.235029,1.490060,1.496140
2988,0,keep/sharp,0.489638,0.000000,0.414783,0.524798,0.315075,1.428691
2989,0,keep/sharp,0.550767,0.000000,0.516519,0.247038,1.751905,1.250872
2990,0,keep/sharp,0.489971,0.000000,1.643308,0.533119,1.076234,1.250872
2991,0,keep/sharp,0.481524,0.000000,0.122450,0.682676,1.980520,0.000000
2992,0,keep/sharp,0.565720,0.000000,1.316221,0.135641,1.642910,0.000000
2993,0,keep/sharp,0.573872,0.000000,0.131384,0.000000,1.694022,0.000000
2994,0,keep/sharp,0.533407,0.000000,0.811665,0.000000,1.294050,0.000000
2995,0,keep/sharp,0.583079,0.000000,1.600208,0.186194,3.380232,0.000000
2996,0,keep/sharp,0.572930,0.000000,0.760339,0.152185,1.873643,1.005602
2997,0,keep/sharp,0.651439,0.000000,0.629074,0.000000,2.303060,1.275397
2998,0,keep/sharp,0.728197,0.000000,0.780632,0.389942,3.177902,1.287662
2999,0,keep/sharp,0.657191,0.000000,0.615688,0.450138,1.995277,0.692885
3000,0,keep/sharp,0.609560,0.000000,1.555077,0.380536,1.752599,0.349509
3001,0,keep/sharp,0.628142,0.000000,1.807143,0.947784,1.462317,0.000000
3002,0,keep/sharp,0.634493,0.000000,0.714163,0.000000,1.868504,0.000000
3003,0,keep/sharp,0.651780,0.000000,0.249333,0.000000,1.113318,0.000000
3004,0,keep/sharp,0.576382,0.000000,1.715583,0.000000,1.111616,0.000000
3005,0,keep/sharp,0.522061,0.000000,1.745313,0.792198,0.855292,0.000000
3006,0,keep/sharp,0.603324,0.000000,1.603470,0.000000,1.565895,0.000000
3007,0,keep/sharp,0.706121,0.000000,0.349331,0.000000,1.312523,0.000000
3008,0,keep/sharp,0.694423,0.000000,1.329265,0.015186,1.237868,0.000000
3009,0,keep/sharp,0.743128,0.000000,2.573217,0.616811,0.675463,0.000000
3010,0,keep/sharp,0.723658,0.000000,2.510469,0.095938,1.092658,0.000000
3011,0,keep/sharp,0.787950,0.000000,0.304868,1.421311,1.467803,0.000000
3012,0,keep/sharp,0.821187,0.000000,2.351532,0.683722,2.329276,0.000000
3013,0,keep/sharp,0.778795,0.000000,0.885554,0.411195,1.530860,0.000000
3014,0,keep/sharp,0.761116,0.000000,1.071456,0.724297,1.869529,0.000000
3015,1,small pool,0.858680,0.000000,0.403545,1.568825,2.719821,0.000000
3016,1,small pool,0.875463,0.000000,1.400955,0.523315,1.402316,0.000000
