x_km,shell_mode,scenario,scenario_label,band,frequency_mhz,band_role,ocean_depth_m,surface_height_m,surface_slope_deg,layer_count,layer_source_statuses,ocean_in_band_window,classification,ocean_snr_margin_db,false_snr_margin_db,false_minus_ocean_db,false_depth_m,surface_clutter_snr_margin_db,surface_clutter_apparent_depth_m,surface_roughness_index,attenuation_risk_0_100,false_layer_risk_0_100,surface_clutter_risk_0_100,material_ambiguity_risk_0_100,band_window_penalty_0_100,cross_band_support_0_100,ocean_confidence_score_0_100,confidence_band,v3_broad_outcome,v3_interpretation
-55.5,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14602.692839300287,160.57943103446084,0.5153344049158302,0,none,False,surface clutter in shallow window,,-999.0,,,3.982804545633297,1981.2495942224284,0.6181303124231143,100.0,0.0,90.0,32.0,100.0,35.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-55.5,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14602.692839300287,160.57943103446084,0.5153344049158302,0,none,True,clear ocean boundary,13.408324011196491,-999.0,-1012.4083240111964,,-1.0171954543667034,1981.2495942224284,0.6181303124231143,0.0,0.0,21.63,32.0,25.0,75.0,85.93,high,ocean_candidate,high-confidence ocean candidate
-55.5,workbook_mid_shell,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14602.692839300287,160.57943103446084,0.5153344049158302,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-17.355808690363695,7.688827343763269,25.044636034126963,84.09907151739634,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-55.5,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14602.692839300287,160.57943103446084,0.5153344049158302,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,surface clutter in shallow window,,10.292586437554158,,84.09907151739634,5.744475936039173,1981.2495942224284,0.6181303124231143,100.0,100.0,90.0,100.0,100.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-55.5,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14602.692839300287,160.57943103446084,0.5153344049158302,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-66.31005616107936,28.4476695400055,94.75772570108488,84.09907151739634,0.7444759360391728,1981.2495942224284,0.6181303124231143,100.0,100.0,40.21,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-55.0,workbook_mid_shell,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,clear ocean boundary,13.446103356319734,-999.0,-1012.4461033563198,,-999.0,,0.0,0.0,0.0,0.0,5.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-55.0,workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,5.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-55.0,workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,clear ocean boundary,13.204635462121097,-999.0,-1012.2046354621212,,-999.0,,0.0,0.0,0.0,0.0,5.0,25.0,85.0,93.4,high,ocean_candidate,high-confidence ocean candidate
-55.0,workbook_mid_shell,salt_layers_reason,Salt layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,2,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,13.444903356319733,0.7286083482176567,-12.716295008102076,7303.153983133746,-999.0,,0.0,0.0,0.0,0.0,30.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-55.0,workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,2,Directly paper anchored epsilon and layer thicknesses,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,30.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-55.0,workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,2,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,13.20153707544413,6.668043606438246,-6.533493469005883,10000.0,-999.0,,0.0,0.0,0.0,0.0,30.0,25.0,85.0,90.15,high,ocean_candidate,high-confidence ocean candidate
-55.0,workbook_mid_shell,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,13.43814297352096,7.676474599708272,-5.761668373812689,84.37319780454558,-999.0,,0.0,0.0,0.0,0.0,48.0,0.0,85.0,99.06,high,ocean_candidate,high-confidence ocean candidate
-55.0,workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,1,Directly paper anchored epsilon; high-loss bracket modeled,False,internal feature only,,10.24518848731762,,84.37319780454558,-999.0,,0.0,100.0,100.0,0.0,48.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-55.0,workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,13.184081842115038,28.400271589768955,15.216189747653916,84.37319780454558,-999.0,,0.0,0.0,100.0,0.0,48.0,25.0,85.0,73.81,moderate,likely_false_boundary,likely false/internal boundary
-55.0,workbook_mid_shell,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,clear ocean boundary,2.8856098947819384,-999.0,-1001.885609894782,,-999.0,,0.0,52.17,0.0,0.0,55.0,0.0,72.0,68.9,moderate,ocean_candidate,moderate-confidence ocean candidate
-55.0,workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,55.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-55.0,workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,weak/no deep detection,-14.062441407391033,-999.0,-984.937558592609,,-999.0,,0.0,100.0,0.0,0.0,55.0,25.0,38.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-55.0,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-0.903334129406877,11.136850765399462,12.04018489480634,10710.54731564411,-999.0,,0.0,75.56,100.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-55.0,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,6,Sensitivity bracket from paper-supported material families,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,92.0,100.0,30.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-55.0,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-23.845452810987965,1.9917565975281395,25.837209408516102,10622.54731564411,-999.0,,0.0,100.0,100.0,0.0,92.0,25.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-55.0,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,clear ocean boundary,2.8856098947819384,-999.0,-1001.885609894782,,-999.0,,0.0,53.73,0.0,0.0,68.0,0.0,72.0,67.13,moderate,ocean_candidate,moderate-confidence ocean candidate
-55.0,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,68.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-55.0,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,weak/no deep detection,-14.062441407391033,-999.0,-984.937558592609,,-999.0,,0.0,100.0,0.0,0.0,68.0,25.0,38.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-55.0,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-17.476314317105167,7.617413361245091,25.09372767835026,84.37319780454558,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-55.0,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,internal feature only,,10.09269302533476,,84.37319780454558,-999.0,,0.0,100.0,100.0,0.0,100.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-55.0,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-66.63670365364194,28.247776127786096,94.88447978142804,84.37319780454558,-999.0,,0.0,100.0,100.0,0.0,100.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-55.0,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,clear ocean boundary,13.446103356319734,-999.0,-1012.4461033563198,,-999.0,,0.0,0.0,0.0,0.0,32.0,0.0,75.0,99.34,high,ocean_candidate,high-confidence ocean candidate
-55.0,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,False,surface clutter in shallow window,,-999.0,,,8.18256442186449,2078.300127113679,0.8781773635829405,100.0,0.0,90.0,32.0,100.0,35.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-55.0,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,0,none,True,clear ocean boundary,13.204635462121097,-999.0,-1012.2046354621212,,3.1825644218644893,2078.300127113679,0.8781773635829405,0.0,0.0,57.28,32.0,25.0,75.0,82.36,high,ocean_candidate,high-confidence ocean candidate
-55.0,workbook_mid_shell,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14606.307966267492,176.10976359434375,1.937583276962116,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-17.476314317105167,7.617413361245091,25.09372767835026,84.37319780454558,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-55.0,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14606.307966267492,176.10976359434375,1.937583276962116,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,surface clutter in shallow window,,10.09269302533476,,84.37319780454558,10.68536990807587,2078.300127113679,0.8781773635829405,100.0,100.0,90.0,100.0,100.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-55.0,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14606.307966267492,176.10976359434375,1.937583276962116,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-66.63670365364194,28.247776127786096,94.88447978142804,84.37319780454558,5.68536990807587,2078.300127113679,0.8781773635829405,100.0,100.0,70.0,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-54.5,workbook_mid_shell,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,clear ocean boundary,13.483508640042604,-999.0,-1012.4835086400426,,-999.0,,0.0,0.0,0.0,0.0,5.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-54.5,workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,5.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-54.5,workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,clear ocean boundary,13.309667887941233,-999.0,-1012.3096678879411,,-999.0,,0.0,0.0,0.0,0.0,5.0,25.0,85.0,93.4,high,ocean_candidate,high-confidence ocean candidate
-54.5,workbook_mid_shell,salt_layers_reason,Salt layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,2,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,13.482308640042602,0.7668216073436265,-12.715487032698976,7304.547074887463,-999.0,,0.0,0.0,0.0,0.0,30.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-54.5,workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,2,Directly paper anchored epsilon and layer thicknesses,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,30.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-54.5,workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,2,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,13.306569501264264,6.776600994755123,-6.529968506509141,10000.0,-999.0,,0.0,0.0,0.0,0.0,30.0,25.0,85.0,90.15,high,ocean_candidate,high-confidence ocean candidate
-54.5,workbook_mid_shell,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,13.475425967024188,7.715155078771561,-5.760270888252627,84.59823971496574,-999.0,,0.0,0.0,0.0,0.0,48.0,0.0,85.0,99.06,high,ocean_candidate,high-confidence ocean candidate
-54.5,workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,1,Directly paper anchored epsilon; high-loss bracket modeled,False,internal feature only,,10.353513453348828,,84.59823971496574,-999.0,,0.0,100.0,100.0,0.0,48.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-54.5,workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,13.288798515945793,28.50859655580017,15.219798039854382,84.59823971496574,-999.0,,0.0,0.0,100.0,0.0,48.0,25.0,85.0,73.81,moderate,likely_false_boundary,likely false/internal boundary
-54.5,workbook_mid_shell,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,clear ocean boundary,2.9210007424966857,-999.0,-1001.9210007424966,,-999.0,,0.0,51.99,0.0,0.0,55.0,0.0,72.0,69.0,moderate,ocean_candidate,moderate-confidence ocean candidate
-54.5,workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,55.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-54.5,workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,weak/no deep detection,-13.962610232978538,-999.0,-985.0373897670214,,-999.0,,0.0,100.0,0.0,0.0,55.0,25.0,38.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-54.5,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-0.9096882352371288,11.195212458532517,12.104900693769643,10692.180397700242,-999.0,,0.0,75.59,100.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-54.5,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,6,Sensitivity bracket from paper-supported material families,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,92.0,100.0,30.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-54.5,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-23.853406643154127,2.158746790241885,26.01215343339601,10604.180397700242,-999.0,,0.0,100.0,100.0,0.0,92.0,25.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-54.5,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,clear ocean boundary,2.9210007424966857,-999.0,-1001.9210007424966,,-999.0,,0.0,53.55,0.0,0.0,68.0,0.0,72.0,67.23,moderate,ocean_candidate,moderate-confidence ocean candidate
-54.5,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,False,outside band depth window,,-999.0,,,-999.0,,0.0,100.0,0.0,0.0,68.0,100.0,35.0,0.0,not_interpretable,outside_band_depth_window,outside this band's ocean-depth window
-54.5,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,weak/no deep detection,-13.962610232978538,-999.0,-985.0373897670214,,-999.0,,0.0,100.0,0.0,0.0,68.0,25.0,38.0,0.0,not_interpretable,weak_no_deep_detection,too weak for deep-ocean call
-54.5,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-17.48529744505717,7.655936310971085,25.141233756028257,84.59823971496574,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-54.5,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,internal feature only,,10.20061125236605,,84.59823971496574,-999.0,,0.0,100.0,100.0,0.0,100.0,100.0,35.0,0.0,not_interpretable,internal_feature_only,shallow/internal feature only
-54.5,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-66.65144559173766,28.355694354817395,95.00713994655504,84.59823971496574,-999.0,,0.0,100.0,100.0,0.0,100.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-54.5,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,clear ocean boundary,13.483508640042604,-999.0,-1012.4835086400426,,-999.0,,0.0,0.0,0.0,0.0,32.0,0.0,75.0,99.34,high,ocean_candidate,high-confidence ocean candidate
-54.5,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,False,surface clutter in shallow window,,-999.0,,,6.16818957160816,1977.803217624886,0.7534482706878117,100.0,0.0,90.0,32.0,100.0,35.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-54.5,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,0,none,True,clear ocean boundary,13.309667887941233,-999.0,-1012.3096678879411,,1.1681895716081598,1977.803217624886,0.7534482706878117,0.0,0.0,43.18,32.0,25.0,75.0,83.77,high,ocean_candidate,high-confidence ocean candidate
-54.5,workbook_mid_shell,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14609.094149774926,194.40953580817023,1.1621733604129902,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-17.48529744505717,7.655936310971085,25.141233756028257,84.59823971496574,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-54.5,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,14609.094149774926,194.40953580817023,1.1621733604129902,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,False,surface clutter in shallow window,,10.20061125236605,,84.59823971496574,8.315517143068423,1977.803217624886,0.7534482706878117,100.0,100.0,90.0,100.0,100.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-54.5,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,14609.094149774926,194.40953580817023,1.1621733604129902,9,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-66.65144559173766,28.355694354817395,95.00713994655504,84.59823971496574,3.3155171430684227,1977.803217624886,0.7534482706878117,100.0,100.0,58.21,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-54.0,workbook_mid_shell,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",14613.717465260235,196.39629745562695,1.1821598049761988,0,none,True,clear ocean boundary,13.480243922786784,-999.0,-1012.4802439227868,,-999.0,,0.0,0.0,0.0,0.0,5.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
